alert_id,alert_date,alert_type,severity,subject_type,subject_id,disposition,analyst_notes
ALRT0000001,2022-08-30,value_mismatch,high,transaction,TXN0002512,closed,Routine system-generated alert; no further linkage identified.
ALRT0000716,2022-12-01,third_party_payment,high,transaction,TXN0003025,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000717,2023-06-15,third_party_payment,high,transaction,TXN0003490,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000718,2023-12-11,third_party_payment,high,transaction,TXN0001174,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000719,2024-09-08,third_party_payment,medium,transaction,TXN0005111,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000720,2024-10-07,unusual_routing,low,transaction,TXN0003350,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000721,2022-05-01,unusual_routing,low,transaction,TXN0004432,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000722,2024-03-13,third_party_payment,high,transaction,TXN0001541,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000723,2022-10-16,third_party_payment,low,transaction,TXN0003415,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000724,2023-09-04,third_party_payment,medium,transaction,TXN0001805,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000725,2023-08-06,third_party_payment,medium,transaction,TXN0002075,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000726,2024-01-14,third_party_payment,medium,transaction,TXN0005219,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000727,2022-10-28,unusual_routing,high,transaction,TXN0005404,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000728,2022-04-01,repeat_counterparty_flag,low,transaction,TXN0000128,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000729,2022-10-03,third_party_payment,medium,transaction,TXN0000970,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000730,2022-04-25,value_mismatch,low,transaction,TXN0001448,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000731,2024-03-25,third_party_payment,medium,transaction,TXN0005879,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000732,2024-12-12,value_mismatch,low,transaction,TXN0002503,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000733,2022-05-18,unusual_routing,medium,transaction,TXN0005624,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000734,2025-01-09,unusual_routing,low,transaction,TXN0004198,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000735,2024-07-01,unusual_routing,medium,transaction,TXN0002062,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000736,2022-04-20,third_party_payment,medium,transaction,TXN0000052,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000737,2022-05-05,unusual_routing,low,transaction,TXN0001069,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000738,2024-07-29,third_party_payment,medium,transaction,TXN0002941,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000739,2022-11-12,third_party_payment,low,transaction,TXN0002762,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000740,2024-09-03,third_party_payment,medium,transaction,TXN0002772,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000741,2023-06-11,repeat_counterparty_flag,medium,transaction,TXN0005443,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000742,2023-01-29,third_party_payment,low,transaction,TXN0000082,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000743,2023-02-22,repeat_counterparty_flag,medium,transaction,TXN0000430,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000744,2023-05-23,unusual_routing,high,transaction,TXN0000799,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000745,2023-01-15,third_party_payment,low,transaction,TXN0004571,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000746,2024-11-17,third_party_payment,high,transaction,TXN0003210,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000747,2024-02-24,third_party_payment,medium,transaction,TXN0000575,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000748,2023-11-10,third_party_payment,low,transaction,TXN0001695,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000749,2025-01-17,repeat_counterparty_flag,medium,transaction,TXN0004870,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000750,2022-03-13,unusual_routing,medium,transaction,TXN0004672,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000751,2022-07-08,repeat_counterparty_flag,medium,transaction,TXN0001902,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000752,2022-12-24,third_party_payment,medium,transaction,TXN0000210,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000753,2023-01-28,unusual_routing,medium,transaction,TXN0003301,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000754,2023-02-11,third_party_payment,medium,transaction,TXN0004938,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000755,2022-11-08,third_party_payment,medium,transaction,TXN0001573,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000756,2022-05-10,third_party_payment,low,transaction,TXN0001972,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000757,2022-03-08,unusual_routing,low,transaction,TXN0001061,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000758,2022-08-29,third_party_payment,medium,transaction,TXN0002839,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000759,2023-02-28,unusual_routing,low,transaction,TXN0005144,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000760,2024-06-10,unusual_routing,low,transaction,TXN0002978,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000761,2022-10-08,third_party_payment,low,transaction,TXN0002058,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000762,2024-11-09,third_party_payment,high,transaction,TXN0001991,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000763,2024-12-08,unusual_routing,medium,transaction,TXN0000159,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000764,2022-02-12,unusual_routing,medium,transaction,TXN0004996,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000765,2025-01-19,third_party_payment,high,transaction,TXN0000527,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000766,2022-04-15,third_party_payment,low,transaction,TXN0005280,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000767,2024-11-04,third_party_payment,low,transaction,TXN0001348,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000768,2022-04-27,third_party_payment,high,transaction,TXN0004849,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000769,2024-10-13,third_party_payment,low,transaction,TXN0004441,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000770,2024-02-27,third_party_payment,medium,transaction,TXN0005544,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000771,2024-08-26,third_party_payment,medium,transaction,TXN0004556,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000772,2022-03-25,third_party_payment,low,transaction,TXN0005507,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000773,2022-08-09,third_party_payment,medium,transaction,TXN0001099,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000774,2024-04-26,third_party_payment,medium,transaction,TXN0004163,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000775,2022-07-09,third_party_payment,low,transaction,TXN0003200,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000776,2022-02-14,repeat_counterparty_flag,low,transaction,TXN0005432,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000777,2022-12-06,third_party_payment,medium,transaction,TXN0005261,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000778,2022-03-10,third_party_payment,high,transaction,TXN0000493,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000779,2023-04-23,third_party_payment,medium,transaction,TXN0002821,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000780,2024-02-22,third_party_payment,low,transaction,TXN0001430,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000781,2023-12-26,third_party_payment,low,transaction,TXN0003139,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000782,2023-01-20,unusual_routing,high,transaction,TXN0005652,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000783,2022-07-30,third_party_payment,low,transaction,TXN0001150,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000784,2022-08-19,third_party_payment,high,transaction,TXN0005385,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000785,2022-04-26,third_party_payment,medium,transaction,TXN0002632,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000786,2025-01-19,third_party_payment,low,transaction,TXN0005309,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000787,2023-12-10,repeat_counterparty_flag,high,transaction,TXN0000119,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000788,2023-07-20,third_party_payment,medium,transaction,TXN0005465,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000789,2023-10-09,value_mismatch,high,transaction,TXN0003874,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000790,2023-11-13,third_party_payment,low,transaction,TXN0000558,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000791,2024-05-13,third_party_payment,medium,transaction,TXN0005070,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000792,2022-08-26,unusual_routing,low,transaction,TXN0004482,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000793,2022-10-19,unusual_routing,medium,transaction,TXN0005560,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000794,2023-07-16,third_party_payment,high,transaction,TXN0000705,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000795,2024-05-25,repeat_counterparty_flag,medium,transaction,TXN0001077,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000796,2024-09-19,value_mismatch,low,transaction,TXN0000840,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000797,2022-05-09,unusual_routing,medium,transaction,TXN0005227,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000798,2024-05-12,third_party_payment,medium,transaction,TXN0005487,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000799,2022-03-11,third_party_payment,medium,transaction,TXN0001780,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000800,2024-04-09,value_mismatch,high,transaction,TXN0003934,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000801,2024-03-08,unusual_routing,low,transaction,TXN0002331,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000802,2024-11-15,third_party_payment,medium,transaction,TXN0000846,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000803,2023-12-21,value_mismatch,low,transaction,TXN0001258,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000804,2023-11-04,third_party_payment,medium,transaction,TXN0000559,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000805,2023-08-02,unusual_routing,low,transaction,TXN0004889,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000806,2022-11-30,third_party_payment,medium,transaction,TXN0002086,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000807,2022-11-29,third_party_payment,high,transaction,TXN0001216,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000808,2022-05-06,third_party_payment,medium,transaction,TXN0003918,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000809,2022-05-25,third_party_payment,medium,transaction,TXN0001214,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000810,2024-03-08,unusual_routing,medium,transaction,TXN0003037,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000811,2024-01-25,third_party_payment,low,transaction,TXN0004719,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000812,2024-07-04,repeat_counterparty_flag,low,transaction,TXN0004971,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000813,2024-03-04,repeat_counterparty_flag,medium,transaction,TXN0000534,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000814,2023-11-13,repeat_counterparty_flag,medium,transaction,TXN0001421,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000815,2024-06-20,unusual_routing,low,transaction,TXN0004676,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000816,2022-02-20,unusual_routing,high,transaction,TXN0001959,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000817,2024-06-26,third_party_payment,medium,transaction,TXN0004318,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000818,2023-05-16,unusual_routing,medium,transaction,TXN0000907,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000819,2024-05-23,third_party_payment,low,transaction,TXN0003426,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000820,2023-08-06,third_party_payment,low,transaction,TXN0005557,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000821,2022-11-10,unusual_routing,high,transaction,TXN0003604,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000822,2023-07-19,third_party_payment,medium,transaction,TXN0001210,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000823,2022-09-04,third_party_payment,medium,transaction,TXN0005478,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000824,2022-05-09,repeat_counterparty_flag,medium,transaction,TXN0001869,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000825,2024-06-16,value_mismatch,medium,transaction,TXN0001033,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000826,2024-02-15,third_party_payment,medium,transaction,TXN0005782,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000827,2022-06-08,third_party_payment,medium,transaction,TXN0000087,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000828,2024-12-08,third_party_payment,medium,transaction,TXN0001592,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000829,2024-08-19,value_mismatch,medium,transaction,TXN0000583,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000830,2024-03-04,third_party_payment,low,transaction,TXN0000358,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000831,2024-12-05,unusual_routing,low,transaction,TXN0001428,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000832,2023-11-11,third_party_payment,medium,transaction,TXN0001111,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000833,2022-11-11,third_party_payment,low,transaction,TXN0000792,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000834,2023-05-05,third_party_payment,medium,transaction,TXN0000659,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000835,2024-10-20,repeat_counterparty_flag,high,transaction,TXN0002858,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000836,2025-01-18,third_party_payment,low,transaction,TXN0004583,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000837,2023-04-23,value_mismatch,medium,transaction,TXN0005826,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000838,2024-04-26,repeat_counterparty_flag,high,transaction,TXN0005621,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000839,2023-06-15,third_party_payment,high,transaction,TXN0004073,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000840,2024-11-08,third_party_payment,high,transaction,TXN0005408,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000841,2024-12-14,unusual_routing,medium,transaction,TXN0000811,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000842,2022-11-03,third_party_payment,low,transaction,TXN0001841,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000843,2024-12-14,third_party_payment,high,transaction,TXN0003398,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000844,2022-08-07,third_party_payment,low,transaction,TXN0003096,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000845,2022-02-01,repeat_counterparty_flag,medium,transaction,TXN0005091,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000846,2023-08-25,third_party_payment,high,transaction,TXN0002366,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000847,2024-07-03,third_party_payment,medium,transaction,TXN0000605,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000848,2023-08-31,third_party_payment,low,transaction,TXN0005924,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000849,2024-09-21,third_party_payment,high,transaction,TXN0002541,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000850,2023-10-28,third_party_payment,high,transaction,TXN0004224,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000851,2022-09-13,unusual_routing,medium,transaction,TXN0001376,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000852,2023-07-20,repeat_counterparty_flag,low,transaction,TXN0002097,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000853,2024-09-04,third_party_payment,high,transaction,TXN0004294,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000854,2024-05-18,unusual_routing,low,transaction,TXN0005350,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000855,2022-11-05,third_party_payment,high,transaction,TXN0004162,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000856,2023-05-06,third_party_payment,high,transaction,TXN0005505,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000857,2022-12-21,repeat_counterparty_flag,medium,transaction,TXN0002543,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000858,2024-01-10,unusual_routing,low,transaction,TXN0001276,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000859,2023-04-17,unusual_routing,medium,transaction,TXN0004305,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000860,2023-11-02,value_mismatch,low,transaction,TXN0004341,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000861,2022-10-21,value_mismatch,medium,transaction,TXN0005247,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000862,2024-10-02,third_party_payment,low,transaction,TXN0002907,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000863,2023-08-10,third_party_payment,low,transaction,TXN0002462,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000864,2024-06-20,third_party_payment,high,transaction,TXN0000861,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000865,2024-12-14,third_party_payment,low,transaction,TXN0000945,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000866,2023-04-27,third_party_payment,medium,transaction,TXN0002076,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000867,2022-11-14,value_mismatch,medium,transaction,TXN0002368,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000868,2025-01-14,third_party_payment,medium,transaction,TXN0003824,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000869,2022-12-11,third_party_payment,low,transaction,TXN0000192,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000870,2023-05-16,unusual_routing,high,transaction,TXN0005101,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000871,2023-09-02,repeat_counterparty_flag,high,transaction,TXN0003790,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000872,2023-10-13,third_party_payment,medium,transaction,TXN0000225,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000873,2024-08-10,third_party_payment,medium,transaction,TXN0005807,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000874,2024-11-27,third_party_payment,high,transaction,TXN0004796,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000875,2024-06-29,repeat_counterparty_flag,medium,transaction,TXN0005898,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000876,2022-11-22,unusual_routing,high,transaction,TXN0004463,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000877,2023-04-09,unusual_routing,high,transaction,TXN0005087,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000878,2024-08-05,third_party_payment,medium,transaction,TXN0005395,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000879,2024-10-11,repeat_counterparty_flag,medium,transaction,TXN0005074,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000880,2024-12-04,value_mismatch,high,transaction,TXN0001544,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000881,2022-09-30,third_party_payment,high,transaction,TXN0002904,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000882,2024-12-31,third_party_payment,medium,transaction,TXN0005531,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000883,2022-03-31,unusual_routing,low,transaction,TXN0001612,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000884,2022-05-19,unusual_routing,high,transaction,TXN0003188,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000885,2023-08-28,value_mismatch,medium,transaction,TXN0005823,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000886,2022-04-15,third_party_payment,low,transaction,TXN0001963,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000887,2022-01-27,third_party_payment,medium,transaction,TXN0004058,closed,Routine system-generated alert; no further linkage identified.
ALRT0000888,2022-11-26,value_mismatch,low,transaction,TXN0002910,open,Routine system-generated alert; no further linkage identified.
ALRT0000889,2023-09-30,documentation_gap,medium,transaction,TXN0001586,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000890,2024-10-06,repeat_counterparty_flag,medium,transaction,TXN0003567,closed,Routine system-generated alert; no further linkage identified.
ALRT0000891,2022-10-28,unusual_routing,low,transaction,TXN0002697,closed,Routine system-generated alert; no further linkage identified.
ALRT0000892,2024-03-14,unusual_routing,low,transaction,TXN0005534,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000893,2022-07-20,high_value_threshold,medium,transaction,TXN0001169,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000894,2024-01-30,third_party_payment,medium,transaction,TXN0002244,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000895,2024-08-27,unusual_routing,high,transaction,TXN0002560,closed,Routine system-generated alert; no further linkage identified.
ALRT0000896,2024-02-12,high_value_threshold,low,transaction,TXN0002267,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000897,2022-08-01,documentation_gap,low,transaction,TXN0001584,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000898,2023-08-06,third_party_payment,low,transaction,TXN0000669,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000899,2022-08-01,unusual_routing,low,transaction,TXN0002422,closed,Routine system-generated alert; no further linkage identified.
ALRT0000900,2023-11-20,unusual_routing,low,transaction,TXN0002216,closed,Routine system-generated alert; no further linkage identified.
ALRT0000901,2022-08-18,third_party_payment,low,transaction,TXN0002556,open,Routine system-generated alert; no further linkage identified.
ALRT0000902,2024-11-23,third_party_payment,low,transaction,TXN0005932,closed,Routine system-generated alert; no further linkage identified.
ALRT0000903,2023-04-16,value_mismatch,low,transaction,TXN0003425,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000904,2022-10-21,high_value_threshold,medium,transaction,TXN0002262,closed,Routine system-generated alert; no further linkage identified.
ALRT0000905,2024-01-06,third_party_payment,high,transaction,TXN0005912,closed,Routine system-generated alert; no further linkage identified.
ALRT0000906,2024-10-30,late_shipment,low,transaction,TXN0002257,open,Routine system-generated alert; no further linkage identified.
ALRT0000907,2022-12-22,late_shipment,low,transaction,TXN0005784,closed,Routine system-generated alert; no further linkage identified.
ALRT0000908,2023-07-23,unusual_routing,high,transaction,TXN0002608,closed,Routine system-generated alert; no further linkage identified.
ALRT0000909,2024-03-30,unusual_routing,low,transaction,TXN0000324,closed,Routine system-generated alert; no further linkage identified.
ALRT0000910,2023-02-03,late_shipment,medium,transaction,TXN0000577,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000911,2023-03-18,value_mismatch,medium,transaction,TXN0005721,open,Routine system-generated alert; no further linkage identified.
ALRT0000912,2024-06-04,third_party_payment,medium,transaction,TXN0004394,closed,Routine system-generated alert; no further linkage identified.
ALRT0000913,2024-09-01,high_value_threshold,medium,transaction,TXN0005902,closed,Routine system-generated alert; no further linkage identified.
ALRT0000914,2024-09-21,high_value_threshold,high,transaction,TXN0005361,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000915,2022-11-01,late_shipment,medium,transaction,TXN0001321,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000916,2022-02-22,unusual_routing,low,transaction,TXN0003467,closed,Routine system-generated alert; no further linkage identified.
ALRT0000917,2022-11-02,late_shipment,low,transaction,TXN0000686,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000918,2023-01-17,third_party_payment,high,transaction,TXN0000482,closed,Routine system-generated alert; no further linkage identified.
ALRT0000919,2023-12-23,repeat_counterparty_flag,low,transaction,TXN0001011,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000920,2022-08-04,value_mismatch,medium,transaction,TXN0002672,closed,Routine system-generated alert; no further linkage identified.
ALRT0000921,2024-11-23,third_party_payment,medium,transaction,TXN0003288,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000922,2023-11-12,high_value_threshold,medium,transaction,TXN0001989,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000923,2023-06-11,late_shipment,low,transaction,TXN0001322,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000924,2022-03-02,high_value_threshold,medium,transaction,TXN0005069,open,Routine system-generated alert; no further linkage identified.
ALRT0000925,2022-06-08,unusual_routing,medium,transaction,TXN0005293,closed,Routine system-generated alert; no further linkage identified.
ALRT0000926,2024-03-30,late_shipment,low,transaction,TXN0004410,closed,Routine system-generated alert; no further linkage identified.
ALRT0000927,2022-03-31,unusual_routing,medium,transaction,TXN0003505,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000928,2022-06-10,documentation_gap,medium,transaction,TXN0005175,open,Routine system-generated alert; no further linkage identified.
ALRT0000929,2025-01-19,documentation_gap,low,transaction,TXN0004043,open,Routine system-generated alert; no further linkage identified.
ALRT0000930,2023-02-05,unusual_routing,medium,transaction,TXN0002518,closed,Routine system-generated alert; no further linkage identified.
ALRT0000931,2022-12-13,late_shipment,high,transaction,TXN0002929,open,Routine system-generated alert; no further linkage identified.
ALRT0000932,2023-03-16,high_value_threshold,low,transaction,TXN0005972,closed,Routine system-generated alert; no further linkage identified.
ALRT0000933,2023-09-01,third_party_payment,low,transaction,TXN0001020,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000934,2022-05-12,third_party_payment,medium,transaction,TXN0000439,closed,Routine system-generated alert; no further linkage identified.
ALRT0000935,2024-11-13,unusual_routing,low,transaction,TXN0003470,closed,Routine system-generated alert; no further linkage identified.
ALRT0000936,2022-04-24,repeat_counterparty_flag,high,transaction,TXN0002950,closed,Routine system-generated alert; no further linkage identified.
ALRT0000937,2024-08-22,late_shipment,medium,transaction,TXN0003725,open,Routine system-generated alert; no further linkage identified.
ALRT0000938,2023-11-14,value_mismatch,low,transaction,TXN0001740,closed,Routine system-generated alert; no further linkage identified.
ALRT0000939,2023-06-09,late_shipment,medium,transaction,TXN0004936,open,Routine system-generated alert; no further linkage identified.
ALRT0000940,2023-09-24,documentation_gap,medium,transaction,TXN0001280,open,Routine system-generated alert; no further linkage identified.
ALRT0000941,2024-01-10,third_party_payment,high,transaction,TXN0002680,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000942,2023-08-07,late_shipment,high,transaction,TXN0003902,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000943,2023-02-10,value_mismatch,low,transaction,TXN0005881,closed,Routine system-generated alert; no further linkage identified.
ALRT0000944,2023-04-25,high_value_threshold,low,transaction,TXN0000741,closed,Routine system-generated alert; no further linkage identified.
ALRT0000945,2022-11-07,documentation_gap,low,transaction,TXN0004388,closed,Routine system-generated alert; no further linkage identified.
ALRT0000946,2024-11-15,repeat_counterparty_flag,low,transaction,TXN0004968,open,Routine system-generated alert; no further linkage identified.
ALRT0000947,2023-07-08,high_value_threshold,low,transaction,TXN0003094,closed,Routine system-generated alert; no further linkage identified.
ALRT0000948,2024-07-11,third_party_payment,low,transaction,TXN0001610,escalated,Routine system-generated alert; no further linkage identified.
